38.983733, -76.51667
38.983656, -76.516707
38.983023, -76.517049
38.982949, -76.517085
38.982876, -76.51712
38.982803, -76.517157
38.982731, -76.517192
38.982304, -76.517409
38.982123, -76.517512
38.981766, -76.517682
38.981706, -76.517712
38.981639, -76.517745
38.981569, -76.51778
38.981496, -76.517815
38.981419, -76.51785
38.981339, -76.517887
38.981171, -76.517955
38.980788, -76.518337
38.980881, -76.519207
38.980916, -76.519485
38.981051, -76.520538
38.981124, -76.521193
38.981136, -76.521334
38.981141, -76.52138
38.981151, -76.521417
38.981161, -76.52153
38.981164, -76.521552
38.981178, -76.521652
38.981179, -76.521692
38.981179, -76.521728
38.981183, -76.521758
38.981193, -76.521802
38.981216, -76.521854
38.981254, -76.521903
38.981304, -76.521952
38.981363, -76.521997
38.981426, -76.52204
38.981488, -76.522087
38.981554, -76.52213
38.981624, -76.522177
38.981699, -76.522225
38.981779, -76.522262
38.981861, -76.522299
38.981944, -76.522333
38.982033, -76.522365
38.982121, -76.522393
38.982214, -76.52242
38.982306, -76.522445
38.982484, -76.522512
38.982574, -76.522553
38.982666, -76.522598
38.982963, -76.52287
38.983078, -76.523028
38.983268, -76.523347
38.983411, -76.523528
38.984129, -76.524217
38.984319, -76.524303
38.984389, -76.52433
38.984463, -76.524348
38.984541, -76.524369
38.984623, -76.524385
38.984704, -76.524407
38.984784, -76.524437
38.984863, -76.524463
38.984941, -76.524493
38.985826, -76.524765
38.986224, -76.524865
38.986316, -76.524865
38.986414, -76.524863
38.986519, -76.52487
38.986626, -76.52488
38.986741, -76.524907
38.986861, -76.524938
38.986986, -76.524982
38.987114, -76.525037
38.987239, -76.525117
38.987363, -76.525215
38.987483, -76.525319
38.987598, -76.525423
38.988179, -76.52589
38.988528, -76.526148
38.988884, -76.526282
38.989223, -76.526272
38.989446, -76.526239
38.989779, -76.526192
38.989953, -76.526105
38.990094, -76.52608
38.990164, -76.526122
38.990244, -76.52629
38.990196, -76.527155
38.990143, -76.527953
38.990143, -76.52805
38.990131, -76.528332
38.990126, -76.528427
38.990054, -76.528765
38.989769, -76.529532
38.989734, -76.529608
38.989666, -76.529764
38.989631, -76.529842
38.989564, -76.529995
