20.811223, -156.506681
20.811167, -156.506643
20.811136, -156.50661
20.811118, -156.50658
20.811133, -156.506532
20.811131, -156.506482
20.811144, -156.506435
20.811158, -156.506389
20.811176, -156.506349
20.811193, -156.506323
20.811222, -156.506287
20.811237, -156.506259
20.811264, -156.506243
20.811289, -156.506218
20.811302, -156.506176
20.811336, -156.506128
20.811375, -156.506116
20.811432, -156.506171
20.811457, -156.506209
20.811473, -156.506248
20.811484, -156.506295
20.811497, -156.506337
20.811497, -156.506384
20.811508, -156.506431
20.811522, -156.506482
20.811524, -156.506529
20.811531, -156.506579
20.811536, -156.506632
20.811541, -156.506724
20.811554, -156.506776
20.811561, -156.506821
20.811563, -156.506914
20.811576, -156.506964
20.811584, -156.507005
20.811591, -156.507056
20.811597, -156.507098
20.811605, -156.507144
20.811615, -156.507194
20.81162, -156.507242
20.811626, -156.507279
20.81162, -156.507322
20.811625, -156.507354
20.811627, -156.50739
20.811639, -156.507416
20.811636, -156.507466
20.811626, -156.5075
20.811608, -156.50755
20.811589, -156.507594
20.811562, -156.507631
20.811516, -156.507664
20.811469, -156.50771
20.811409, -156.507715
20.811346, -156.50773
20.811276, -156.507747
20.811216, -156.507754
20.811149, -156.507768
20.81108, -156.507775
20.81101, -156.507783
20.810937, -156.507793
20.810853, -156.507809
20.810772, -156.507824
20.810678, -156.507838
20.810598, -156.507857
20.810416, -156.507881
20.810327, -156.5079
20.810229, -156.507913
20.81013, -156.507919
20.81003, -156.507932
20.809926, -156.507948
20.809827, -156.507967
20.809724, -156.507975
20.80961, -156.507998
20.809495, -156.508006
20.809379, -156.508011
20.809265, -156.508035
20.809149, -156.508057
20.809038, -156.508076
20.808921, -156.508101
20.808799, -156.508121
20.808681, -156.508139
20.80857, -156.508169
20.808449, -156.508185
20.808332, -156.508209
20.808209, -156.508223
20.808081, -156.508237
20.807952, -156.508252
20.80783, -156.508278
20.807699, -156.508298
20.807566, -156.508316
20.807431, -156.508331
20.807296, -156.50834
20.80717, -156.50836
20.807035, -156.508383
20.806904, -156.508402
20.806764, -156.508431
20.806631, -156.508452
20.806494, -156.508473
20.806349, -156.508499
20.806209, -156.508525
20.806073, -156.508557
20.805932, -156.508579
20.805802, -156.508605
20.805667, -156.508631
20.805532, -156.508657
