UserID__,Session_Name__,Session_Start_Time__YYYYMMDD_HHMMSS,Duration__HHMMSSMIL,Sampling_rate__Hz,Raw_data_size__MB,Number_of_Columns__Count,Additional_Note__Text
3S1TLVXA3F93DX6HWRS4ONTTP,Cycling_Outdoor_20200309_132522,20200309_132522,000658493,100,2.39,38,""
